R,qr,qt,w
6.500445e+01,-1.668906e+00,4.400255e+00,1.036020e+03
4.072143e+01,-6.712812e-01,1.838027e+00,2.255751e+02
4.110556e+01,-6.678146e-01,1.644616e+00,2.436923e+02
5.400342e+01,7.416234e+00,1.114320e+00,4.357915e+02
9.163021e+01,1.729854e+00,4.027305e+00,9.854007e+03
3.243315e+01,-1.501765e+00,1.306504e+00,1.696249e+02
7.731404e+01,1.884283e-01,2.934454e-01,9.470056e+03
1.395167e+02,-1.423589e+00,2.169376e+00,9.769461e+03
2.001290e+01,-9.601035e-01,3.151023e+00,1.043625e+02
3.938385e+01,-1.402488e+00,4.927052e-01,2.702248e+02
3.406353e+01,2.952530e+00,1.762062e+00,1.301271e+02
4.228005e+01,-2.378866e+00,2.193228e+00,2.129999e+02
1.203186e+02,-1.881156e+00,1.359218e+00,9.750154e+03
6.733680e+01,7.115769e-01,2.892683e+00,1.482861e+03
4.068597e+01,1.100950e-01,6.834605e-01,4.769889e+02
3.230344e+01,7.638558e-01,2.283525e+00,1.388701e+02
3.648408e+01,-1.339554e+00,1.902940e+00,1.795391e+02
4.454516e+01,-1.833411e+00,1.656726e+00,2.504845e+02
5.132079e+01,1.557456e+00,9.148967e-01,3.323635e+02
1.363085e+02,2.523231e+00,2.738848e+00,9.912470e+03
4.368901e+01,2.062395e+00,4.271546e-01,1.935158e+02
2.995423e+01,1.053888e+00,4.003574e+00,1.296466e+02
5.043102e+01,1.306636e+00,2.371950e+00,2.928211e+02
1.936222e+01,-1.107958e+00,1.755591e+00,1.154851e+02
1.832542e+01,4.290432e-01,3.126952e+00,9.821024e+01
1.234709e+02,-4.146250e-01,2.274460e+00,9.835187e+03
3.079248e+01,-8.750593e-01,1.019393e+00,2.064495e+02
1.256517e+02,3.762572e-01,1.642858e+00,9.868616e+03
4.967414e+01,4.625957e-01,1.853872e+00,3.349370e+02
5.184422e+01,-1.447638e+00,2.866303e+00,3.440849e+02
5.620687e+01,-6.682187e-01,2.784479e+00,4.662301e+02
5.312509e+01,-1.068124e+00,1.312147e+00,4.986442e+02
5.681815e+01,3.964198e+00,1.129792e+00,3.997553e+02
1.397493e+02,-1.472806e+00,2.775388e+00,9.785710e+03
8.674988e+01,-3.756928e+00,1.439790e+00,1.002604e+04
1.513359e+01,-6.354287e-01,1.991923e+00,1.049986e+02
1.089198e+01,-1.905814e+00,3.237352e+00,9.282827e+01
4.137592e+01,-1.402037e+00,2.735203e+00,2.020605e+02
3.311330e+01,-7.825588e-01,8.986699e-01,2.455521e+02
5.163940e+01,2.273646e+00,1.501921e+00,2.895340e+02
6.846915e+01,-3.590479e+00,3.151905e+00,1.693916e+03
4.025145e+01,1.039829e+00,2.241768e+00,1.811243e+02
3.166895e+01,2.201942e+00,2.239895e+00,1.239222e+02
4.688050e+01,8.680692e-01,3.083750e+00,2.430756e+02
3.127855e+01,5.798862e-01,1.530973e+00,1.601572e+02
3.454670e+01,-4.899201e-02,6.826236e-01,3.877275e+02
4.722949e+01,-5.835177e-02,3.656198e+00,2.556399e+02
6.938018e+01,-2.569578e-01,4.715125e+00,1.959898e+03
3.806966e+01,-2.000774e+00,2.641415e+00,1.776745e+02
3.140853e+01,1.254224e+00,1.861039e+00,1.328229e+02
3.024263e+01,-1.599149e+00,2.599822e+00,1.363775e+02
1.077944e+02,1.898349e+00,2.442010e+00,9.838381e+03
3.899764e+01,-5.065238e-01,4.427709e+00,1.837263e+02
1.928430e+01,-1.749524e+00,2.432034e+00,1.050749e+02
4.819567e+01,1.219656e+00,1.689822e+00,2.748347e+02
5.574536e+01,-1.470172e+00,2.080096e+00,4.775169e+02
1.184497e+02,5.955083e-01,2.051349e+00,9.884881e+03
4.517711e+01,6.969413e-01,3.604194e+00,2.259885e+02
2.675783e+01,4.659357e-01,5.170195e-01,2.653170e+02
5.618275e+01,1.838438e+00,2.390645e+00,4.140743e+02
1.863058e+01,1.928630e+00,2.194653e+00,9.441497e+01
1.278155e+02,3.311976e-01,4.875932e+00,9.844785e+03
2.485566e+01,-1.794718e+00,3.073092e+00,1.178383e+02
2.953771e+01,-2.495380e+00,1.773204e+00,1.362521e+02
1.539085e+01,-2.348705e-01,3.378509e+00,9.539747e+01
5.828147e+01,-2.206565e+00,3.568979e+00,5.381318e+02
4.225685e+01,2.767562e-01,2.051339e+00,2.212815e+02
1.054381e+02,-2.652905e+00,1.618378e+00,9.827116e+03
4.404227e+01,-3.709377e+00,2.982584e+00,2.392307e+02
1.058668e+02,-3.719338e-02,2.337783e+00,9.905259e+03
3.712634e+01,1.963760e+00,6.745589e+00,2.054109e+02
3.566554e+01,6.471228e-01,1.138638e+00,2.116922e+02
3.917733e+01,1.374016e+00,2.383297e+00,1.671648e+02
2.217167e+01,7.104750e-01,3.108859e+00,1.045970e+02
1.002795e+02,-1.703274e+00,1.141824e+00,9.887769e+03
4.991043e+01,-1.595118e+00,1.811119e+00,3.339468e+02
6.094813e+01,-7.872793e-01,7.984642e-01,1.359165e+03
9.031421e+00,6.862871e-01,2.511789e+00,8.873321e+01
6.055879e+01,7.494103e-01,3.830588e+00,6.249038e+02
3.661068e+01,1.876807e+00,1.677202e+00,1.467186e+02
1.199849e+02,1.915960e+00,3.541009e+00,9.898486e+03
3.773767e+01,4.151617e+00,3.713950e+00,1.757867e+02
2.794685e+01,3.481117e+00,1.734010e+00,1.122680e+02
5.293642e+01,-1.202310e+00,3.999136e-01,6.348731e+02
6.077386e+01,-4.921778e+00,1.654808e-01,6.909498e+02
3.173930e+01,2.141696e+00,1.954557e+00,1.234327e+02
5.149407e+01,1.239875e-01,1.712328e+00,4.115645e+02
1.080359e+02,-5.746868e-01,1.482391e+00,9.870672e+03
3.027666e+01,-1.116006e+00,2.061049e+00,1.440038e+02
1.365165e+02,4.656361e-01,1.414401e+00,9.867322e+03
4.056746e+01,-6.689741e-01,2.750040e+00,1.939654e+02
1.773906e+01,1.462337e-01,1.255684e+00,1.438085e+02
3.061590e+01,2.206420e-01,4.109099e+00,1.343076e+02
4.650021e+01,2.982110e+00,1.600051e+00,2.116661e+02
1.773410e+01,3.943485e-01,3.055438e+00,9.733824e+01
3.164299e+01,-5.096708e-01,2.930150e+00,1.385110e+02
2.044975e+01,2.207172e+00,8.861999e-01,9.670571e+01
8.054604e+01,8.921868e-01,1.789346e+00,9.662926e+03
6.808369e+01,8.907060e-02,2.016314e+00,2.187364e+03
5.448598e+01,-1.726652e+00,5.305443e+00,4.366504e+02
2.614761e+01,-4.222358e-01,5.107239e-01,3.257981e+02
1.385513e+02,7.459818e-01,5.721663e+00,9.830727e+03
5.964655e+01,3.863173e+00,3.767319e+00,5.797074e+02
1.003936e+02,-3.313772e-01,7.976048e-01,9.910746e+03
4.139508e+01,-2.135450e+00,5.356568e+00,2.255517e+02
3.376750e+01,9.734906e-02,2.098083e+00,1.589512e+02
4.139114e+01,1.888247e+00,3.015695e+00,1.812248e+02
2.975066e+01,-3.451487e-01,4.172177e+00,1.329648e+02
5.021757e+01,1.710372e+00,5.165988e+00,3.212250e+02
5.766534e+01,-7.987114e-01,9.765912e-01,8.931340e+02
5.160527e+01,7.214163e-01,5.998078e+00,3.701535e+02
3.849437e+01,-2.699545e+00,4.746308e+00,1.977248e+02
6.932310e+01,-1.174042e+00,1.352433e+00,3.358647e+03
5.103466e+01,2.455014e+00,2.467706e+00,2.845884e+02
2.026281e+01,4.293224e-01,2.501055e+00,1.036116e+02
5.313025e+01,-8.048351e-01,2.839710e+00,3.739649e+02
3.059760e+01,-1.641801e+00,7.974365e+00,1.886714e+02
9.743960e+01,1.510194e+00,2.595038e+00,9.816752e+03
1.085182e+02,9.370103e-01,3.066741e-01,9.657174e+03
5.404864e+01,2.110023e+00,4.689299e-01,3.484582e+02
8.629305e+01,-5.930542e-01,8.463878e-01,1.009849e+04
4.826026e+01,3.285612e-01,6.889871e-01,6.180821e+02
3.949188e+01,-7.406174e-01,5.763896e+00,2.073290e+02
9.101953e+01,1.851803e+00,4.590750e+00,9.861730e+03
6.284372e+01,-2.262678e+00,3.548503e+00,8.121415e+02
6.307563e+01,-1.122863e+00,3.501688e+00,8.297096e+02
3.682754e+01,-1.303042e-01,3.516032e+00,1.623544e+02
1.253214e+02,2.254232e+00,4.712589e+00,9.885391e+03
6.767394e+01,-6.287187e-01,1.908790e+00,2.075944e+03
3.897045e+01,-7.562883e-01,6.389731e+00,2.138541e+02
1.146022e+02,-1.941684e-01,1.760918e+00,9.863658e+03
4.459290e+01,2.094832e+00,3.409931e+00,2.127290e+02
2.327747e+01,1.086668e-01,2.797554e+00,1.096146e+02
1.432462e+01,5.494515e-01,2.370356e+00,9.502182e+01
3.992730e+01,4.452731e+00,4.032577e+00,1.986342e+02
3.437725e+01,8.073546e-01,1.883965e+00,1.557097e+02
3.304000e+01,-1.687413e+00,2.085553e+00,1.530585e+02
3.497917e+01,-4.221849e+00,7.581243e+00,2.268577e+02
4.131980e+01,-6.075096e-02,1.091089e+00,3.403558e+02
6.323152e+01,2.458338e+00,1.979098e+00,7.585248e+02
4.888642e+01,-2.818681e+00,3.971303e+00,3.025830e+02
9.988706e+01,-2.455250e-02,3.140023e+00,9.928586e+03
2.337755e+01,-6.442244e-01,1.008826e+00,1.805925e+02
3.583965e+01,4.938055e+00,5.328217e+00,1.943945e+02
9.080726e+01,3.709470e-02,1.928254e+00,9.950013e+03
5.157501e+01,3.529863e-01,3.084038e+00,3.243356e+02
1.335364e+02,-1.871438e+00,3.461718e+00,9.792080e+03
3.530572e+01,-3.584673e+00,3.792048e+00,1.748670e+02
9.374921e+01,9.835985e-01,2.429507e+00,9.845856e+03
1.208314e+02,-2.518311e+00,1.705900e+00,9.752113e+03
3.271845e+01,-3.561341e-01,1.469625e+00,1.925114e+02
4.852876e+01,1.459893e+00,3.214808e+00,2.601922e+02
5.182090e+01,6.085393e+00,2.475606e+00,3.560395e+02
5.206397e+01,7.322434e-01,8.947435e-01,5.233924e+02
3.711906e+01,-2.758796e+00,1.824045e+00,1.739593e+02
3.866667e+01,4.172648e+00,6.041627e+00,2.181967e+02
1.334986e+02,2.159525e-01,3.664940e-01,9.874852e+03
4.068756e+01,2.044480e+00,1.203344e+00,1.689669e+02
6.961063e+01,3.436349e+00,4.122263e+00,1.956002e+03
5.259239e+01,1.934222e-01,1.957261e+00,4.054646e+02
4.265524e+01,-6.829271e-02,1.207779e+00,3.332371e+02
2.697215e+01,-3.342761e+00,2.628819e+00,1.291865e+02
4.493741e+01,1.092639e+00,4.421592e+00,2.310579e+02
1.788678e+01,-8.003388e-01,2.980965e+00,1.002067e+02
1.298771e+02,2.123318e-01,1.202273e+00,9.854836e+03
9.026057e+00,2.893552e+00,3.241697e+00,9.058751e+01
2.628820e+01,1.315800e+00,1.417285e+00,1.207686e+02
5.239174e+01,-3.045208e-02,3.587691e+00,3.428299e+02
4.093674e+01,-1.557834e+00,2.371741e+00,2.020958e+02
6.074771e+01,-1.839874e+00,3.304660e+00,6.617371e+02
4.376433e+01,5.724593e-01,2.741230e+00,2.131748e+02
1.062757e+02,-1.753615e+00,5.702147e+00,9.874648e+03
6.454558e+01,-5.890267e+00,5.182423e+00,1.168527e+03
5.209614e+01,2.332607e+00,2.239694e+00,3.022984e+02
5.086890e+01,-2.627785e+00,3.551380e+00,3.299910e+02
8.493745e+01,-3.084518e+00,3.405224e+00,9.982429e+03
2.823043e+01,1.436628e+00,1.738627e+00,1.198999e+02
5.553342e+01,1.725848e+00,1.843734e+00,4.029186e+02
3.140499e+01,-1.332367e-01,3.308889e+00,1.352919e+02
3.827245e+01,2.058835e+00,1.211188e+00,1.533839e+02
5.589997e+01,1.432942e+00,1.549325e+00,4.461386e+02
5.519475e+01,-5.196000e-01,1.735452e+00,5.359276e+02
5.892207e+01,4.703389e-01,2.587069e+00,5.738315e+02
6.149935e+01,1.086897e+00,2.242802e+00,7.228997e+02
5.115148e+01,4.818433e+00,3.428775e+00,3.299771e+02
3.888139e+01,-1.570599e+00,2.352574e+00,1.859597e+02
2.212950e+01,-4.400858e-01,5.924203e+00,1.270104e+02
5.741647e+01,8.857492e-01,1.944201e+00,5.309069e+02
3.996897e+01,2.784608e+00,4.012877e+00,1.839063e+02
1.202832e+02,3.392998e+00,4.307721e+00,9.889598e+03
3.309619e+01,1.512606e+00,1.653014e+00,1.368435e+02
6.301859e+01,2.548293e+00,3.609804e+00,7.689498e+02
5.992189e+01,-1.116700e+00,1.523470e+00,7.946531e+02
4.193160e+01,3.173786e+00,1.398790e+00,1.705838e+02
1.763695e+01,-9.349325e-02,2.012966e+00,1.089630e+02
3.384241e+01,3.862031e+00,2.698791e+00,1.413322e+02
6.220820e+01,2.983574e-01,1.704183e+00,1.002245e+03
3.658835e+00,-6.130901e-01,2.843773e+00,8.605989e+01
5.967145e+01,-1.787466e+00,8.682013e-01,7.638319e+02
4.325937e+01,2.972199e+00,5.442703e+00,2.388843e+02
5.163788e+01,-3.128237e+00,2.004188e+00,3.434666e+02
5.149172e+01,-1.194533e+00,2.872769e+00,3.366977e+02
6.177769e+01,3.948458e-01,1.774831e+00,9.162722e+02
3.420875e+01,7.717630e-01,4.562765e+00,1.532619e+02
4.946958e+01,-4.446762e+00,3.622548e+00,3.333951e+02
4.529290e+01,-4.095919e+00,5.824823e+00,2.993493e+02
2.709375e+01,-2.688077e-01,1.660717e+00,1.496901e+02
5.904898e+01,3.043721e+00,1.842472e+00,4.866992e+02
1.352605e+01,2.667295e+00,9.014073e-01,8.717114e+01
5.885574e+01,1.322580e+00,1.160015e+00,6.276284e+02
4.895050e+01,6.733659e-01,1.755456e+00,3.173432e+02
5.873871e+01,1.848705e+00,1.194484e+00,5.299436e+02
1.359153e+01,-8.064782e-01,1.169472e+00,1.305977e+02
6.446898e+01,3.122363e+00,2.119298e+00,8.504000e+02
5.709929e+01,-4.670057e-01,3.207153e+00,4.845358e+02
3.647242e+01,1.510545e+00,2.340801e+00,1.495285e+02
1.298890e+02,-3.750336e+00,1.580700e+00,9.772195e+03
1.803647e+01,1.258068e+00,1.478612e+00,1.041464e+02
4.520187e+01,1.537133e+00,7.864383e+00,3.105580e+02
2.169019e+01,-1.731308e-02,1.288555e+00,1.551203e+02
3.614654e+01,-1.265369e+00,6.581744e-01,2.436747e+02
1.180084e+02,7.158475e-02,2.871492e+00,9.868871e+03
4.723331e+01,1.230727e+00,6.769730e-01,3.088945e+02
4.213267e+01,-2.414812e+00,2.831562e+00,2.101186e+02
1.381659e+02,-4.115850e-01,9.647110e-01,9.784318e+03
5.359580e+01,-2.471918e+00,1.755188e+00,3.957353e+02
2.636546e+01,-1.808216e+00,1.811021e+00,1.278722e+02
6.939239e+01,4.634776e+00,4.049965e+00,1.898534e+03
2.723191e+01,1.234371e+00,1.510538e+00,1.239922e+02
1.270561e+02,-1.836423e+00,1.061899e+00,9.736321e+03
1.195585e+02,1.042725e+00,7.492586e-01,9.836722e+03
9.311026e+01,-2.046548e+00,4.582340e+00,9.931158e+03
5.096517e+01,-6.214828e-02,4.102358e+00,3.174917e+02
2.792107e+01,2.377935e+00,2.794719e+00,1.148600e+02
5.929411e+01,-6.149237e+00,8.021819e-01,6.567966e+02
4.945834e+01,1.092417e+00,1.676074e+00,3.044502e+02
2.861920e+01,-1.354700e+00,1.466796e+00,1.494410e+02
6.144292e+01,8.613745e-01,1.965673e+00,7.758564e+02
5.666836e+01,-2.598650e+00,4.525851e+00,4.982017e+02
1.097633e+02,2.446475e+00,1.116801e-01,9.400351e+03
4.668076e+01,3.649084e+00,1.382512e+00,2.147140e+02
4.749099e+01,2.721650e+00,6.313031e-01,2.166702e+02
2.241405e+01,-4.448014e-01,3.023216e+00,1.084988e+02
5.351791e+01,-2.227316e+00,4.864575e+00,4.054970e+02
4.747056e+01,-1.775562e+00,2.057813e+00,2.801882e+02
3.810326e+01,-1.225697e+00,1.976351e+00,1.902675e+02
3.385295e+01,1.725226e+00,1.198115e+00,1.389630e+02
4.849765e+01,1.058699e+00,2.032051e+00,2.757676e+02
7.191218e+01,-2.632400e+00,1.043392e+00,5.235334e+03
5.538488e+01,-1.572821e+00,3.193939e+00,4.306555e+02
6.594212e+01,-2.971028e+00,4.191765e+00,1.183726e+03
5.324848e+01,2.025025e+00,3.801310e+00,3.503526e+02
1.076385e+02,1.476743e+00,2.103339e+00,9.845133e+03
1.380786e+02,1.066781e+00,2.816090e+00,9.869753e+03
3.768991e+01,6.795022e-01,4.197600e+00,1.689359e+02
2.604739e+01,-6.663131e-01,2.252502e-01,3.180222e+02
1.192386e+01,-1.655323e+00,2.627332e+00,9.300309e+01
2.570337e+01,-1.782173e+00,1.458915e+00,1.305680e+02
5.205020e+01,-7.923618e-01,3.372476e+00,3.415809e+02
4.558840e+01,-2.698873e+00,3.974103e+00,2.552221e+02
3.227996e+01,-2.808653e+00,1.453776e+00,1.483259e+02
8.214763e+00,-1.642394e+00,7.695163e-01,1.057209e+02
2.462229e+01,3.016950e-01,1.964053e+00,1.237221e+02
3.896614e+01,-1.442856e+00,2.770434e-01,2.688183e+02
1.130597e+02,-2.985641e+00,1.356798e+00,9.794737e+03
5.827731e+01,-2.833138e+00,2.639663e+00,5.399219e+02
6.581277e+01,-3.916740e+00,2.354247e+00,1.154181e+03
5.571214e+01,-2.544727e+00,1.447754e+00,4.629759e+02
6.394016e+01,-5.333200e-01,1.571163e-01,3.545362e+03
1.273954e+02,6.988814e-01,5.008339e+00,9.849206e+03
5.050885e+01,-1.305680e+00,3.105304e+00,3.150511e+02
1.441154e+01,-1.694699e+00,1.913213e+00,9.936498e+01
3.422909e+01,-1.502051e+00,2.061534e+00,1.608566e+02
8.425226e+01,-3.330902e-01,3.773479e+00,9.996767e+03
4.003971e+01,-2.029888e+00,2.177101e+00,1.949249e+02
5.248554e+01,1.503729e+00,1.222602e+00,3.539999e+02
1.902070e+01,5.161874e-02,3.429652e+00,1.005923e+02
6.765433e+01,-3.121258e+00,2.502036e+00,1.502012e+03
3.529889e+01,-1.130594e+00,3.573911e+00,1.579058e+02
6.330688e+01,1.819234e+00,8.611395e+00,1.075109e+03
3.937765e+01,1.141847e+00,3.801612e+00,1.752308e+02
5.420579e+01,-2.898250e+00,9.138538e-01,4.149882e+02
4.959297e+01,2.988151e+00,1.392827e+00,2.472718e+02
2.179636e+01,-1.594575e+00,2.039700e+00,1.134435e+02
5.699473e+01,-1.728417e+00,2.778339e+00,4.906997e+02
2.812192e+01,3.773736e+00,2.154264e+00,1.168109e+02
3.155554e+01,-3.415139e-01,4.256086e+00,1.406996e+02
5.448596e+01,3.153355e+00,3.967573e+00,3.903038e+02
3.281309e+01,-1.989633e-01,8.670932e-01,2.949558e+02
4.162033e+01,-2.757048e+00,7.313464e+00,2.682341e+02
4.593425e+01,-6.888445e-01,1.106531e+00,3.922988e+02
5.388649e+01,8.714265e+00,3.703461e+00,5.170593e+02
1.031692e+02,-7.811289e-01,2.032087e+00,9.906464e+03
3.242605e+01,5.123476e-02,1.725583e+00,1.688234e+02
7.041156e+01,2.846989e+00,1.939732e+00,2.378998e+03
1.262444e+02,2.678944e+00,4.759578e+00,9.890790e+03
4.766668e+01,-3.297426e+00,1.480895e+00,2.764469e+02
2.834935e+01,2.000726e+00,8.894113e-01,1.152327e+02
4.644605e+00,1.925717e+00,3.509695e+00,8.753088e+01
1.118289e+02,-2.171812e-01,3.691171e+00,9.882180e+03
9.847517e+01,2.518140e+00,4.477233e+00,9.850721e+03
4.988398e+01,-3.917029e-01,2.065036e+00,3.410506e+02
6.971974e+01,-2.269186e+00,3.301299e+00,2.173293e+03
3.427538e+01,1.338140e+00,3.194160e+00,1.415901e+02
2.203984e+01,5.063378e-01,5.521220e+00,1.214164e+02
3.133678e+01,-1.919234e+00,1.493033e+00,1.507636e+02
5.472520e+01,-5.517453e-01,6.495732e-01,9.991931e+02
1.148547e+02,7.377356e-01,2.638835e+00,9.890144e+03
2.415457e+01,-1.461106e+00,2.514415e+00,1.163656e+02
4.364735e+01,-1.442663e+00,2.065435e+00,2.355531e+02
2.589116e+01,-1.164740e+00,2.049626e+00,1.272804e+02
3.150767e+01,7.024525e-01,3.797232e+00,1.346509e+02
1.305403e+02,4.656000e+00,3.572891e+00,9.862670e+03
4.191212e+01,1.154489e+00,3.810283e+00,1.944789e+02
2.225015e+01,4.913966e+00,3.682218e+00,1.231051e+02
4.755868e+01,7.784657e-01,2.530008e+00,2.578274e+02
4.600204e+01,2.848780e+00,1.674575e+00,2.072590e+02
2.200935e+01,5.057881e+00,2.466288e+00,1.157617e+02
2.921248e+01,1.638243e-01,4.798050e+00,1.352369e+02
1.921935e+01,1.296095e+00,3.484554e+00,9.942285e+01
5.433345e+01,-8.418293e-01,1.015253e+00,6.608814e+02
1.250029e+02,-1.260639e+00,2.287782e+00,9.790693e+03
3.023733e+01,-3.023113e+00,1.752312e+00,1.388311e+02
1.165435e+01,-9.822266e-01,2.748545e+00,9.217480e+01
1.364840e+02,-2.299155e+00,8.609456e+00,9.826661e+03
4.091422e+01,1.183975e+00,1.958668e+00,1.873064e+02
4.322540e+01,-1.750946e+00,2.028138e+00,2.282050e+02
4.608584e+01,3.587823e+00,2.412687e+00,2.199022e+02
5.873803e+01,-2.342188e+00,1.003909e+00,6.168826e+02
6.967302e+01,-3.474609e+00,1.257999e+00,2.229237e+03
1.182876e+02,1.081690e+00,1.926982e+00,9.894289e+03
4.266066e+01,-3.893275e+00,6.125182e-01,2.196460e+02
5.412055e+01,1.440258e+00,3.615848e+00,3.701766e+02
1.249344e+02,-5.195599e-01,1.920472e+00,9.819784e+03
6.425445e+01,-1.007087e+00,4.074457e+00,9.378456e+02
1.269874e+02,-3.185947e-01,3.311281e+00,9.838899e+03
5.143505e+01,2.014464e-01,3.445719e+00,3.212401e+02
1.088061e+01,-1.174216e+00,1.796839e+00,9.927942e+01
3.013719e+01,-1.961866e+00,4.155174e+00,1.407932e+02
1.911833e+01,-6.361272e-01,3.617310e+00,1.026710e+02
3.411206e+01,7.377908e-01,7.831859e-01,2.251139e+02
4.469518e+01,2.710632e-01,1.553322e+00,2.906953e+02
3.919371e+01,-1.723586e+00,2.211027e+00,1.894529e+02
4.113134e+01,-1.361580e+00,3.007962e+00,1.982850e+02
5.660579e+01,2.514398e+00,8.606874e-01,3.975195e+02
4.008916e+01,-3.595891e+00,1.547592e+00,1.965150e+02
4.333910e+01,-7.232949e-01,6.688902e-01,4.451796e+02
4.627435e+01,-4.951167e-01,2.580018e+00,2.560881e+02
3.922200e+01,1.687012e+00,1.581519e+00,1.661202e+02
4.649898e+01,1.043853e+00,1.393930e+00,2.751278e+02
7.007147e+01,-6.388052e+00,6.094977e+00,2.532920e+03
1.701838e+01,1.353050e+00,4.645279e-01,1.185696e+02
1.098919e+02,3.734491e-02,1.961343e+00,9.887775e+03
4.963522e+01,3.235620e+00,3.417374e+00,2.796728e+02
1.389144e+02,-1.019835e+00,4.212881e+00,9.818263e+03
3.352242e+01,1.056085e+00,6.659950e+00,1.793777e+02
2.406785e+01,1.481351e-03,6.072821e+00,1.332674e+02
6.396862e+00,-5.482263e-01,6.664327e-01,1.770578e+02
5.977913e+01,-4.081160e-01,1.875271e+00,7.548452e+02
5.808610e+01,2.235391e+00,2.024909e+00,4.675595e+02
6.705127e+01,-6.765340e-01,2.477972e+00,1.575801e+03
5.525505e+01,-1.139332e+00,2.600996e+00,4.404855e+02
2.463390e+01,8.120982e-01,1.992385e+00,1.163153e+02
3.746429e+01,3.704300e+00,1.205880e+00,1.457424e+02
6.523338e+01,-2.450364e+00,1.810337e+00,1.137362e+03
5.274466e+01,-4.042038e+00,5.453005e+00,4.310592e+02
1.245435e+01,2.164014e+00,5.088386e+00,1.038361e+02
4.000180e+01,-3.100696e+00,2.791445e+00,1.956248e+02
6.943634e+01,3.368856e-01,5.012270e+00,1.972565e+03
2.020380e+01,6.711584e+00,4.480493e+00,1.420446e+02
4.425869e+01,-2.506668e+00,3.813670e+00,2.365008e+02
5.057448e+01,-6.246873e-01,1.479894e+00,4.293204e+02
2.054732e+01,-6.870501e-01,1.732675e+00,1.230660e+02
4.615003e+01,-5.495378e-01,3.095565e+00,2.460868e+02
6.718418e+01,-8.681928e-01,1.149714e+00,2.546665e+03
6.394210e+01,-3.749942e+00,3.341007e+00,9.363640e+02
3.494064e+01,-2.200655e+00,1.035965e+00,1.714309e+02
4.381504e+01,4.643767e-01,3.409690e+00,2.125225e+02
6.021251e+01,1.201840e+00,1.485598e+00,6.992632e+02
1.012962e+02,-1.648305e+00,1.063922e+00,9.878357e+03
1.425977e+01,2.063643e+00,7.633222e+00,1.318232e+02
2.715377e+01,6.109135e-01,3.092660e+00,1.173918e+02
6.432575e+01,5.516201e-01,5.368518e+00,9.688504e+02
5.915392e+01,-1.525640e+00,2.279216e+00,6.114498e+02
3.733629e+01,1.677869e+00,4.359167e+00,1.679746e+02
4.372977e+01,-4.048345e+00,2.637342e+00,2.375273e+02
5.706948e+01,-2.395510e+00,1.531181e+00,5.160446e+02
6.133935e+01,6.226980e+00,3.221950e+00,7.365049e+02
5.589139e+01,1.423726e+00,3.166447e+00,4.152482e+02
6.378257e+01,-1.631643e+00,1.605105e+00,1.075812e+03
2.349949e+01,6.319564e+00,3.234476e+00,1.370323e+02
2.256633e+01,-2.280655e+00,2.845997e+00,1.128493e+02
4.906790e+01,2.677033e+00,2.297300e+00,2.510853e+02
3.702898e+01,-9.156489e-01,3.288260e+00,1.667185e+02
5.823213e+01,1.167444e+00,2.970883e+00,5.050074e+02
2.120674e+01,-1.027616e+00,2.810159e+00,1.074882e+02
8.826608e+01,-4.029470e+00,2.175902e+00,9.970153e+03
4.409486e+01,4.587844e+00,1.450289e+00,2.026723e+02
5.907168e+01,-2.056435e+00,2.297463e+00,5.904286e+02
4.166101e+00,6.099844e-01,3.524398e+00,8.622090e+01
1.308118e+02,-3.849024e+00,3.538360e+00,9.759012e+03
1.376493e+02,1.186966e+00,2.002918e+00,9.898825e+03
3.582594e+01,-1.084375e+00,2.730243e+00,1.622977e+02
1.632971e+01,-7.008243e-01,1.103955e+00,1.449534e+02
1.168372e+01,2.646212e-01,2.077487e+00,9.753014e+01
4.542958e+01,6.629225e-01,2.644066e+00,2.310194e+02
4.272582e+01,3.889686e+00,3.666340e+00,2.095134e+02
5.094102e+01,1.757548e+00,1.333952e+00,2.986658e+02
3.685369e+01,4.394063e+00,3.793477e+00,1.740231e+02
3.980281e+01,2.528497e+00,7.497611e-01,1.548835e+02
1.341290e+02,-8.380631e-01,1.802149e+00,9.784594e+03
1.103873e+01,-2.418999e+00,2.457509e+00,9.282278e+01
2.956092e+01,-1.621368e+00,1.763901e+00,1.422725e+02
4.130788e+01,1.284758e+00,2.832824e+00,1.831954e+02
1.086485e+02,-1.656374e-01,3.903546e+00,9.892493e+03
4.633927e+01,2.176662e-01,4.888978e+00,2.571983e+02
2.782453e+01,-5.167554e-01,1.126571e+00,1.955922e+02
3.800338e+01,2.002503e+00,2.549032e+00,1.550669e+02
4.449782e+01,-3.514147e-01,4.499617e+00,2.320083e+02
4.287684e+01,2.246812e+00,3.505751e+00,1.979771e+02
1.351038e+02,2.808059e-02,7.299271e-01,9.832603e+03
4.116028e+01,-7.440841e-01,2.940737e+00,1.971143e+02
1.170391e+02,1.403292e+00,1.893049e+00,9.884057e+03
6.122039e+01,-1.038176e+00,1.923922e+00,8.197490e+02
5.066230e+01,-2.589358e+00,7.819689e-01,3.416192e+02
4.733435e+01,-1.512269e+00,2.945375e+00,2.659668e+02
3.796781e+01,1.219649e+00,1.826228e+00,1.673358e+02
4.760150e+01,-2.714172e+00,2.016692e+00,2.746370e+02
3.705934e+01,9.996201e-01,1.516048e+00,1.768763e+02
1.016053e+02,1.455194e-01,1.949360e+00,9.909299e+03
